category,query_id,video_id,timestamp,frame_idx,detection_id,track_id,full_query,automatic_anchor,detector_prompt,detector_score,detector_bbox,sam_bbox,sam_mask_area,siglip_bbox_score,siglip_masked_score,expected_color,color_score,center_x_norm,center_y_norm,speed,context_png,bbox_crop_png,sam_mask_png,masked_crop_png,combined_debug_png
test_new_architecture_object,q019,video_03,0.000,0,1,1,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.4877266585826874,"410.0,234.1,436.4,288.5","414.0,240.0,435.0,289.0",679,0.057909008115530014,0.057927459478378296,blue,0.011782032437622547,0.3306124210357666,0.3629370053609212,,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.00_det01_debug.png
test_new_architecture_object,q020,video_03,0.000,0,1,1,a man with a backpack,,a man with a backpack,0.29878339171409607,"350.0,260.4,368.6,283.8","352.0,259.0,372.0,284.0",351,0.06105497106909752,0.05823998525738716,,,0.28069573640823364,0.3778660456339518,,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.00_det01_debug.png
test_new_architecture_object,q021,video_03,0.000,0,1,1,a blue umbrella,,a blue umbrella,0.40138569474220276,"911.8,565.1,1216.5,710.6","914.0,570.0,1218.0,720.0",22190,0.10470382124185562,0.10803982615470886,blue,0.0,0.8313876628875733,0.8859004974365234,,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.00_det01_debug.png
test_new_architecture_object,q019,video_03,0.500,12,1,1,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.2950313687324524,"443.6,253.6,466.3,299.4","446.0,258.0,468.0,303.0",689,0.07962675392627716,0.052431199699640274,blue,0.0,0.3554259181022644,0.38400754928588865,0.06505112035172328,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.50_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.50_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.50_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.50_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0000.50_det01_debug.png
test_new_architecture_object,q020,video_03,0.500,12,1,1,a man with a backpack,,a man with a backpack,0.28585755825042725,"354.1,255.1,376.5,281.8","356.0,256.0,379.0,283.0",491,0.05937778949737549,0.05499899014830589,,,0.28539299964904785,0.3728727658589681,0.013699464071300996,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.50_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.50_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.50_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.50_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0000.50_det01_debug.png
test_new_architecture_object,q021,video_03,0.500,12,1,1,a blue umbrella,,a blue umbrella,0.2590521275997162,"915.2,567.3,1214.0,690.1","914.0,571.0,1219.0,682.0",21720,0.1105065569281578,0.09967945516109467,blue,0.0,0.8317198514938354,0.8732131958007813,0.02536214664726641,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.50_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.50_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.50_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.50_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0000.50_det01_debug.png
test_new_architecture_object,q019,video_03,1.001,24,1,1,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.404060423374176,"427.7,226.7,450.4,277.8","431.0,232.0,446.0,279.0",546,0.05133932828903198,0.0030571455135941505,blue,0.014652014710009098,0.3430219292640686,0.3503824657864041,0.07162025494221977,outputs/frame_checks/test_new_architecture_object/q019/q019_t0001.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0001.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0001.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0001.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0001.00_det01_debug.png
test_new_architecture_object,q021,video_03,1.001,24,1,1,a blue umbrella,,a blue umbrella,0.25353676080703735,"810.9,458.6,1013.9,615.0","815.0,463.0,1012.0,615.0",10208,0.10749677568674088,0.09184146672487259,blue,0.0012735109776258469,0.7127795219421387,0.7455785751342774,0.3486355720595354,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.00_det01_debug.png
test_new_architecture_object,q020,video_03,1.501,36,1,1,a man with a backpack,,a man with a backpack,0.25747746229171753,"375.9,255.0,396.1,278.4","378.0,254.0,398.0,280.0",382,0.06916646659374237,0.05224035680294037,,,0.30155324935913086,0.3704112794664171,0.01915562165875661,outputs/frame_checks/test_new_architecture_object/q020/q020_t0001.50_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0001.50_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0001.50_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0001.50_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0001.50_det01_debug.png
test_new_architecture_object,q021,video_03,1.501,36,1,1,a blue umbrella,,a blue umbrella,0.4225854277610779,"910.3,561.9,1216.9,711.0","913.0,568.0,1219.0,720.0",22037,0.10335040092468262,0.10847452282905579,blue,0.0,0.8309391021728516,0.8839404635959202,0.3635961793239337,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.50_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.50_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.50_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.50_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0001.50_det01_debug.png
test_new_architecture_object,q021,video_03,2.002,48,1,1,a blue umbrella,,a blue umbrella,0.2596431076526642,"811.3,460.0,1014.1,613.9","815.0,464.0,1013.0,612.0",10110,0.11123013496398926,0.09034013748168945,blue,0.000395647861296311,0.7130388021469116,0.7457573572794597,0.3629880591865654,outputs/frame_checks/test_new_architecture_object/q021/q021_t0002.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0002.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0002.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0002.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0002.00_det01_debug.png
test_new_architecture_object,q019,video_03,2.502,60,1,1,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.6066246032714844,"413.3,252.8,442.3,315.9","417.0,254.0,439.0,317.0",1028,0.08660510182380676,0.06585301458835602,blue,0.015564202331006527,0.3341947555541992,0.3949466281467014,0.1144489470224123,outputs/frame_checks/test_new_architecture_object/q019/q019_t0002.50_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0002.50_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0002.50_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0002.50_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0002.50_det01_debug.png
test_new_architecture_object,q020,video_03,3.003,72,1,1,a man with a backpack,,a man with a backpack,0.3165210485458374,"392.8,248.4,412.8,270.5","395.0,248.0,415.0,272.0",348,0.05783500149846077,0.040534649044275284,,,0.31468063592910767,0.3604038980272081,0.01650631112327072,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.00_det01_debug.png
test_new_architecture_object,q020,video_03,3.503,84,1,1,a man with a backpack,,a man with a backpack,0.29022857546806335,"396.1,239.0,419.0,265.0","398.0,239.0,417.0,265.0",395,0.09341920912265778,0.05730957165360451,,,0.3183952569961548,0.34996694988674587,0.02213809695761297,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.50_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.50_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.50_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.50_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0003.50_det01_debug.png
test_new_architecture_object,q020,video_03,4.003,96,1,1,a man with a backpack,,a man with a backpack,0.32635262608528137,"401.8,239.6,419.7,262.8","405.0,239.0,424.0,263.0",358,0.06145242601633072,0.0574360191822052,,,0.32088342905044553,0.34888717863294816,0.005420202848980268,outputs/frame_checks/test_new_architecture_object/q020/q020_t0004.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0004.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0004.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0004.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0004.00_det01_debug.png
test_new_architecture_object,q021,video_03,4.504,108,1,1,a blue umbrella,,a blue umbrella,0.4270080327987671,"910.1,566.4,1217.6,710.5","912.0,571.0,1219.0,720.0",21814,0.10451081395149231,0.10899248719215393,blue,0.0,0.8311192512512207,0.886747317843967,0.2376230838733274,outputs/frame_checks/test_new_architecture_object/q021/q021_t0004.50_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0004.50_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0004.50_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0004.50_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0004.50_det01_debug.png
test_new_architecture_object,q020,video_03,5.004,120,1,1,a man with a backpack,,a man with a backpack,0.27476567029953003,"408.0,227.9,428.5,254.1","411.0,226.0,433.0,255.0",283,0.0490633025765419,0.07222390174865723,,,0.3267907500267029,0.33474565082126195,0.02110405778775684,outputs/frame_checks/test_new_architecture_object/q020/q020_t0005.00_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0005.00_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0005.00_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0005.00_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0005.00_det01_debug.png
test_new_architecture_object,q020,video_03,6.005,144,1,1,a man with a backpack,,a man with a backpack,0.30768561363220215,"433.6,228.6,450.1,249.8","436.0,226.0,451.0,251.0",281,0.05424615740776062,0.07479754835367203,,,0.34518349170684814,0.3322045856051975,0.018551970652457145,outputs/frame_checks/test_new_architecture_object/q020/q020_t0006.01_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0006.01_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0006.01_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0006.01_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0006.01_det01_debug.png
test_new_architecture_object,q019,video_03,9.008,216,1,3,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.5445495843887329,"337.1,305.6,366.1,369.9","341.0,313.0,364.0,371.0",971,0.101565882563591,0.06841030716896057,blue,0.016477858647704124,0.2747063636779785,0.46907410091824003,,outputs/frame_checks/test_new_architecture_object/q019/q019_t0009.01_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0009.01_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0009.01_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0009.01_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0009.01_det01_debug.png
test_new_architecture_object,q021,video_03,10.509,252,1,1,a blue umbrella,,a blue umbrella,0.4123293459415436,"911.4,563.9,1218.3,710.5","913.0,570.0,1220.0,720.0",22003,0.10523946583271027,0.10960311442613602,blue,0.0,0.8319023132324219,0.8849967532687717,0.0014817414159093855,outputs/frame_checks/test_new_architecture_object/q021/q021_t0010.51_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0010.51_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0010.51_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0010.51_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0010.51_det01_debug.png
test_new_architecture_object,q019,video_03,12.010,288,1,3,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.25986018776893616,"301.7,338.0,334.9,405.8","307.0,342.0,334.0,405.0",1124,0.08877909183502197,0.07413437217473984,blue,0.0,0.2486788511276245,0.5165283626980252,0.015442688662050164,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.01_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.01_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.01_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.01_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.01_det01_debug.png
test_new_architecture_object,q019,video_03,12.510,300,1,3,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.30692699551582336,"294.1,338.5,326.1,408.8","300.0,343.0,323.0,410.0",1109,0.0866905003786087,0.02869630977511406,blue,0.02524797059595585,0.2422726035118103,0.5189908133612738,0.01371498426908351,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.51_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.51_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.51_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.51_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0012.51_det01_debug.png
test_new_architecture_object,q020,video_03,13.011,312,1,2,a man with a backpack,,a man with a backpack,0.27258744835853577,"334.5,362.2,350.7,382.6","337.0,355.0,358.0,386.0",490,0.03637539595365524,0.07352015376091003,,,0.26765737533569334,0.5172551896837022,,outputs/frame_checks/test_new_architecture_object/q020/q020_t0013.01_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0013.01_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0013.01_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0013.01_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0013.01_det01_debug.png
test_new_architecture_object,q021,video_03,14.512,348,1,1,a blue umbrella,,a blue umbrella,0.3934798538684845,"910.9,564.0,1219.5,711.0","913.0,569.0,1220.0,720.0",22349,0.10255212336778641,0.1112891212105751,blue,0.0,0.8321941137313843,0.8854240841335721,0.3643592526880223,outputs/frame_checks/test_new_architecture_object/q021/q021_t0014.51_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0014.51_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0014.51_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0014.51_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0014.51_det01_debug.png
test_new_architecture_object,q019,video_03,16.514,396,1,5,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.5611817240715027,"294.2,377.7,327.8,434.5","298.0,381.0,323.0,436.0",1019,0.06858795881271362,0.008252782747149467,blue,0.12659470736980438,0.24296602010726928,0.5640500810411241,0.06425770190891526,outputs/frame_checks/test_new_architecture_object/q019/q019_t0016.51_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0016.51_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0016.51_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0016.51_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0016.51_det01_debug.png
test_new_architecture_object,q021,video_03,17.515,420,1,2,a blue umbrella,,a blue umbrella,0.2953205108642578,"172.7,428.0,352.9,491.7","176.0,436.0,349.0,489.0",5724,0.11701597273349762,0.11454379558563232,blue,0.0,0.2053229570388794,0.6386749055650499,0.0025687481738917756,outputs/frame_checks/test_new_architecture_object/q021/q021_t0017.51_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0017.51_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0017.51_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0017.51_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0017.51_det01_debug.png
test_new_architecture_object,q020,video_03,19.516,468,1,5,a man with a backpack,,a man with a backpack,0.265462189912796,"329.4,496.9,354.9,537.4","332.0,497.0,355.0,543.0",826,0.11546014994382858,0.07574427872896194,,,0.267330527305603,0.7182423697577582,,outputs/frame_checks/test_new_architecture_object/q020/q020_t0019.52_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0019.52_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0019.52_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0019.52_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0019.52_det01_debug.png
test_new_architecture_object,q021,video_03,20.517,492,1,3,a blue umbrella,,a blue umbrella,0.43890395760536194,"911.2,563.6,1216.7,711.3","913.0,569.0,1220.0,720.0",22126,0.10478752106428146,0.10879440605640411,blue,0.0,0.8312090158462524,0.8853210025363498,0.0005983921605414973,outputs/frame_checks/test_new_architecture_object/q021/q021_t0020.52_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0020.52_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0020.52_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0020.52_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0020.52_det01_debug.png
test_new_architecture_object,q019,video_03,21.018,504,1,6,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.7478082776069641,"1124.6,224.3,1155.6,279.7","1129.0,229.0,1153.0,278.0",956,0.045950423926115036,0.04648391902446747,blue,0.0062761506997048855,0.8906831741333008,0.35002352396647135,0.02919182718606002,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.02_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.02_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.02_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.02_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.02_det01_debug.png
test_new_architecture_object,q019,video_03,21.518,516,1,7,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.2895442545413971,"154.8,421.1,197.6,510.6","162.0,426.0,189.0,507.0",1570,0.056367501616477966,-0.02188451960682869,blue,0.25732484459877014,0.1376611888408661,0.6470434612698025,,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.52_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.52_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.52_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.52_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0021.52_det01_debug.png
test_new_architecture_object,q019,video_03,25.021,600,1,9,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.47631704807281494,"126.1,443.7,165.5,543.6","129.0,447.0,161.0,544.0",2201,0.07570421695709229,0.08984659612178802,blue,0.00908677838742733,0.1138860523700714,0.6856377495659722,0.01784275535641993,outputs/frame_checks/test_new_architecture_object/q019/q019_t0025.02_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0025.02_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0025.02_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0025.02_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0025.02_det01_debug.png
test_new_architecture_object,q020,video_03,25.021,600,1,7,a man with a backpack,,a man with a backpack,0.30843716859817505,"544.8,574.9,565.8,622.1","542.0,577.0,563.0,625.0",585,0.1278584897518158,0.07301387190818787,,,0.43380539417266845,0.8312521616617838,,outputs/frame_checks/test_new_architecture_object/q020/q020_t0025.02_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0025.02_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0025.02_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0025.02_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0025.02_det01_debug.png
test_new_architecture_object,q021,video_03,25.480,611,1,3,a blue umbrella,,a blue umbrella,0.4103928208351135,"909.9,563.7,1216.9,710.0","913.0,569.0,1220.0,720.0",23418,0.10469658672809601,0.1150585487484932,blue,0.0,0.8307746171951294,0.8845113966200087,0.39756589284552707,outputs/frame_checks/test_new_architecture_object/q021/q021_t0025.48_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0025.48_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0025.48_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0025.48_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0025.48_det01_debug.png
test_new_architecture_object,q019,video_03,27.481,659,1,9,an elderly woman wearing a blue dress,,an elderly woman wearing a blue dress,0.45024025440216064,"66.7,469.3,115.0,576.7","73.0,472.0,114.0,576.0",2329,0.07328523695468903,0.09525200724601746,blue,0.024903392419219017,0.07098913788795472,0.7263661702473958,0.03503762968190403,outputs/frame_checks/test_new_architecture_object/q019/q019_t0027.48_det01_context.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0027.48_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0027.48_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0027.48_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q019/q019_t0027.48_det01_debug.png
test_new_architecture_object,q021,video_03,29.483,707,1,6,a blue umbrella,,a blue umbrella,0.25415074825286865,"6.9,651.5,307.4,716.0","0.0,657.0,308.0,720.0",12710,0.12518854439258575,0.1161159873008728,blue,0.0,0.12274487540125847,0.9497073279486762,,outputs/frame_checks/test_new_architecture_object/q021/q021_t0029.48_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0029.48_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0029.48_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0029.48_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0029.48_det01_debug.png
test_new_architecture_object,q021,video_03,37.490,899,1,7,a blue umbrella,,a blue umbrella,0.45242658257484436,"910.6,563.0,1218.7,711.3","913.0,568.0,1220.0,720.0",22458,0.10493852943181992,0.10853911191225052,blue,0.0,0.8317354917526245,0.8849613613552517,0.028247917978469414,outputs/frame_checks/test_new_architecture_object/q021/q021_t0037.49_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0037.49_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0037.49_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0037.49_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0037.49_det01_debug.png
test_new_architecture_object,q020,video_03,59.008,1415,1,11,a man with a backpack,,a man with a backpack,0.26557037234306335,"2.9,490.3,36.7,533.0","5.0,492.0,38.0,533.0",1019,0.13275712728500366,0.08902827650308609,,,0.015482366550713778,0.7106232749091255,,outputs/frame_checks/test_new_architecture_object/q020/q020_t0059.01_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0059.01_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0059.01_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0059.01_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0059.01_det01_debug.png
test_new_architecture_object,q020,video_03,60.008,1439,1,11,a man with a backpack,,a man with a backpack,0.25625044107437134,"80.1,475.6,110.4,517.4","84.0,471.0,116.0,522.0",1246,0.1087615117430687,0.14240850508213043,,,0.0743790477514267,0.689578013949924,0.06249164140105037,outputs/frame_checks/test_new_architecture_object/q020/q020_t0060.01_det01_context.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0060.01_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0060.01_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0060.01_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q020/q020_t0060.01_det01_debug.png
test_new_architecture_object,q021,video_03,63.011,1511,1,8,a blue umbrella,,a blue umbrella,0.25452956557273865,"172.2,424.2,353.1,546.0","176.0,434.0,349.0,540.0",5980,0.10927897691726685,0.11854778230190277,blue,0.0,0.20522151589393617,0.6737864176432292,,outputs/frame_checks/test_new_architecture_object/q021/q021_t0063.01_det01_context.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0063.01_det01_bbox_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0063.01_det01_sam_mask.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0063.01_det01_masked_crop.png,outputs/frame_checks/test_new_architecture_object/q021/q021_t0063.01_det01_debug.png
